0,1,2,3,4,5,label
-0.6357222,0.6949306,-0.8805525,-0.8025187,-0.32031932,-0.034332063,1
-0.49947092,0.5999143,-0.9145824,-0.7436576,-0.30285448,-0.032452412,1
-0.2177805,0.7173029,-0.9485799,-0.68329847,-0.27380705,-0.030602388,2
-0.89346004,0.13527127,-0.8898246,-0.79117745,0.024147764,-0.051049925,1
-0.42815554,0.56222576,-0.92757183,-0.72011364,-0.31263617,-0.032770842,2
-0.45497108,0.78914106,-0.8829762,-0.79588556,-0.07405863,-0.030164354,0
-0.34384072,0.7090497,-0.920088,-0.73594433,-0.2441159,-0.033277698,1
0.4457897,-0.42940605,-0.79741365,-0.9676449,-0.23691286,-0.009123385,2
0.11956239,0.25074756,-0.92004764,-0.74063253,0.08532792,-0.05088088,2
-0.6075959,-0.12998322,-0.9710482,-0.64907163,0.01848577,-0.042018034,0
-0.4772943,0.5643989,-0.93961453,-0.7001244,-0.35313123,-0.0274822,2
-0.4316157,-0.50760573,-0.89325136,-0.7639762,-0.18366525,-0.020731965,0
-0.8172791,0.3302575,-0.8970337,-0.77706623,-0.086715415,-0.039530814,1
-0.82363176,0.12364614,-0.935238,-0.7055578,-0.26862854,-0.03397314,0
-0.8047565,0.2771399,-0.9069266,-0.75612015,-0.19863775,-0.03662578,1
-0.80407035,0.37073535,-0.8833127,-0.8002769,-0.10820319,-0.04433205,1
-0.041651726,0.06918076,-0.94929785,-0.69414294,-0.053865336,-0.04589426,2
0.005122453,0.69472,-0.93845695,-0.7059035,0.008497894,-0.038738765,2
0.01145488,0.6637093,-0.92406994,-0.7302072,0.06733759,-0.039969448,2
0.4668964,-0.56112665,-0.834644,-0.9198634,-0.687331,-0.029150408,2
-0.37639666,0.63318706,-0.930807,-0.71441066,-0.32899052,-0.030300302,2
-0.15162045,0.74328065,-0.95097464,-0.67968607,-0.23808917,-0.031277183,2
-0.43347892,0.09253204,-0.96200967,-0.66359556,-0.040063195,-0.036882114,0
-0.8675834,0.38813233,-0.8474298,-0.85838735,0.07459782,-0.05043748,1
0.28281856,0.4298445,-0.9099351,-0.76127744,0.12685964,-0.048341587,2
-0.16662726,-0.55561376,-0.89136225,-0.8085296,-0.6729504,-0.020834723,2
-0.3679784,0.6777197,-0.9393223,-0.7015991,-0.3611738,-0.026358157,2
-0.7150587,0.5428041,-0.8224888,-0.7634521,-0.18672702,0.0059087276,1
-0.7935218,-0.023620188,-0.9707059,-0.64807934,-0.22661707,-0.03189608,0
-0.55639905,0.7427093,-0.8839959,-0.79949063,-0.28379312,-0.03356265,1
-0.8281809,0.16201922,-0.89846206,-0.7740425,-0.017729223,-0.047977045,1
-0.06082174,0.6290711,-0.9565325,-0.66911674,-0.14723903,-0.0368302,2
-0.502247,0.7547182,-0.8993078,-0.77024317,-0.38921282,-0.029512083,2
-0.485003,-0.17422912,-0.9739017,-0.64176303,0.12564951,-0.039409503,0
-0.88101983,-0.10229653,-0.9648904,-0.6588812,-0.23422974,-0.033455037,0
-0.8112463,0.23937464,-0.894398,-0.7790659,-0.054371566,-0.04381717,1
-0.0057172477,0.4467001,-0.91898257,-0.73996466,0.20078665,-0.046396412,2
-0.8682429,-0.07280323,-0.9487823,-0.6844448,-0.14798774,-0.037928715,0
-0.3786763,0.48092747,-0.94322425,-0.6960035,-0.12198651,-0.034069873,2
-0.121237844,0.8164079,-0.9452876,-0.6901109,-0.23489296,-0.032195374,2
-0.476236,0.24958321,-0.95048445,-0.68170327,-0.11204992,-0.03317554,2
-0.8793179,-0.064180076,-0.95246893,-0.6784343,-0.18980232,-0.03599573,0
-0.68917334,0.53618103,-0.8867771,-0.79407287,-0.24134302,-0.03938101,1
-0.037194073,0.6688386,-0.93693614,-0.7068706,-0.021818899,-0.039357115,2
0.21155328,0.30381605,-0.9471942,-0.6916617,0.03172344,-0.04970455,2
0.42383617,-0.23861533,-0.8486758,-0.88909245,-0.09246257,-0.032229796,2
-0.7966765,0.4357471,-0.8748137,-0.81706136,-0.115809634,-0.045492567,1
0.3807087,0.30673093,-0.9594782,-0.6708129,-0.015532412,-0.04881302,2
-0.41066983,-0.25336993,-0.97623074,-0.6429027,0.08524242,-0.04316229,0
0.51986045,-0.186046,-0.86338395,-0.86730707,-0.19330141,-0.036405243,2
-0.82521534,-0.047945887,-0.9572608,-0.6716172,-0.14975345,-0.035582323,0
-0.56414425,-0.3438931,-0.9581562,-0.6800407,-0.049834877,-0.037598867,0
-0.31861317,0.029243976,-0.96806896,-0.6537832,-0.04829178,-0.038900852,0
-0.074459314,0.54270047,-0.9098773,-0.7535375,0.27875966,-0.043704074,2
0.20913553,0.7229941,-0.8921262,-0.7835044,0.13106167,-0.032277316,2
-0.8447535,0.13959764,-0.8986755,-0.7761415,0.013722569,-0.048084322,1
-0.111478835,0.57790637,-0.9391067,-0.70326537,-0.16037457,-0.036760624,2
-0.91126156,-0.016728342,-0.93053555,-0.7181702,-0.12605543,-0.039443962,0
-0.83660036,0.36566022,-0.8672075,-0.8299341,-0.031833403,-0.05048141,1
-0.23388693,0.73235214,-0.93488663,-0.70775187,-0.29567942,-0.030423947,2
-0.8402072,0.28167275,-0.88743764,-0.7900074,-0.14591679,-0.044250157,0
-0.92351955,0.021098942,-0.91734517,-0.7377492,-0.07696753,-0.041995432,0
-0.16066727,0.79474235,-0.9427396,-0.6934779,-0.26633418,-0.031246398,2
-0.48280466,0.6943827,-0.90071553,-0.7710184,-0.24196991,-0.035913672,2
-0.33555165,0.42920345,-0.96410376,-0.65789676,-0.23107147,-0.030916268,2
-0.8489131,0.018431187,-0.9289545,-0.71847457,-0.090215474,-0.0382739,0
-0.7914345,0.30847985,-0.88100255,-0.80569357,-0.04366064,-0.049097996,1
0.120976806,0.7453568,-0.948079,-0.68595576,-0.030584507,-0.039929673,2
-0.37842566,-0.17182088,-0.9600191,-0.67444444,0.0071078986,-0.03309102,0
-0.7872707,0.29965466,-0.89721155,-0.7770305,-0.14164177,-0.04365723,1
0.12492126,0.43794024,-0.94782656,-0.6905113,0.017108962,-0.043849226,2
-0.3577749,0.61412907,-0.9013443,-0.74974555,-0.108101584,-0.017293729,2
-0.29855525,0.8244107,-0.9324,-0.71351725,-0.37597284,-0.026406992,2
-0.5009897,-0.14349267,-0.9751763,-0.6413783,-0.076327115,-0.037193313,0
-0.08868092,-0.5364843,-0.83991,-0.8465855,-0.2799393,0.0047527775,0
0.5057907,-0.5979859,-0.83075726,-0.9320052,-0.7746409,-0.019278856,2
-0.017115593,-0.29489565,-0.86941445,-0.83058995,0.059879586,-0.024798207,0
-0.50889206,0.695741,-0.891068,-0.7876109,-0.24042107,-0.0361574,1
0.23417687,-0.5575562,-0.86557,-0.85611,-0.38872725,-0.022118583,0
-0.921962,-0.113960415,-0.9534006,-0.6791176,-0.14098407,-0.038658813,0
-0.8396019,0.26445213,-0.878895,-0.80922675,-0.026725583,-0.0511804,1
-0.4253056,0.6403301,-0.9212384,-0.73157024,-0.34912506,-0.030943315,2
-0.25352508,-0.46098876,-0.9385287,-0.7245988,-0.07300736,-0.03301059,0
0.3723789,-0.048720002,-0.9293279,-0.7365648,-0.112458766,-0.0471217,2
-0.7525513,0.26299587,-0.91911674,-0.7377219,-0.20945449,-0.038752913,0
-0.85657597,0.20836304,-0.9000523,-0.7749317,-0.058150843,-0.046679642,1
0.61402994,-0.38100797,-0.86687547,-0.86411947,-0.6172694,-0.026611585,2
-0.7557659,-0.08143628,-0.972115,-0.6471464,-0.14735383,-0.03442921,0
-0.81359947,0.14175871,-0.9324848,-0.7137979,-0.21021949,-0.037604712,0
-0.6346118,0.5364847,-0.8965511,-0.7780429,-0.22154477,-0.034498796,0
0.34381318,0.04052201,-0.89343774,-0.8025769,0.0032889992,-0.044121876,2
-0.6587759,0.36582205,-0.9282454,-0.7208255,-0.24860089,-0.029205713,0
-0.76246226,0.30770212,-0.91507125,-0.74555254,-0.21802044,-0.035293255,0
-0.8437641,0.32513118,-0.87184376,-0.818547,-0.032002844,-0.0472643,1
-0.577059,0.44555235,-0.91780317,-0.738419,-0.25061634,-0.035499666,1
0.12531471,-0.017840266,-0.91507286,-0.7565608,0.06327039,-0.040599637,0
-0.4947209,0.6364017,-0.91586006,-0.7414171,-0.3366835,-0.030439422,2
-0.27155745,0.2724229,-0.9701997,-0.647865,-0.06698103,-0.04096845,2
-0.5505747,0.56835455,-0.9289169,-0.7212652,-0.333188,-0.028722133,2
-0.8552262,0.04733275,-0.9311,-0.71457344,-0.104158096,-0.03881265,0
-0.58635557,0.4943606,-0.9052257,-0.7615585,-0.25761685,-0.03793733,1
-0.80860734,0.39248705,-0.865482,-0.8230308,-0.011053503,-0.043137915,1
-0.41686627,0.5854913,-0.93067,-0.7132449,-0.34192592,-0.031120067,2
0.33637017,-0.5564847,-0.8276541,-0.9197799,-0.35831445,-0.012430813,2
0.6766965,-0.00020068884,-0.8721167,-0.8487411,0.05643338,-0.04742984,2
-0.34575963,-0.42359245,-0.94331545,-0.71159387,-0.13812454,-0.033405975,0
-0.7689358,0.50510883,-0.87195086,-0.8205359,-0.14975609,-0.0422927,1
-0.68363404,0.64757144,-0.8709485,-0.81880903,-0.24367467,-0.037303347,1
-0.39364508,0.7617762,-0.9204233,-0.7368966,-0.3183761,-0.028507924,2
-0.2238253,0.90175945,-0.9121392,-0.7525512,-0.19841886,-0.029890243,2
-0.8380177,0.09216635,-0.9421159,-0.6994652,-0.19204596,-0.03512177,0
-0.7148191,0.5175861,-0.87384766,-0.818657,-0.09869719,-0.04202433,2
-0.7592436,0.5279499,-0.86272144,-0.8335852,-0.07948446,-0.04260252,1
-0.61502063,-0.17645603,-0.97276425,-0.6326564,0.06359415,-0.03253582,0
-0.5304637,0.5872985,-0.91775864,-0.7386073,-0.28715688,-0.032795593,1
-0.044992566,0.39531118,-0.9545518,-0.67629045,0.010003105,-0.0428437,2
-0.68521607,0.28598103,-0.91483676,-0.74343115,-0.14864834,-0.036417816,0
-0.60920745,0.44346184,-0.91431916,-0.7473812,-0.20229867,-0.035805605,1
-0.30227995,0.7555232,-0.9396574,-0.6987287,-0.40897444,-0.02639628,2
-0.76711226,0.35989136,-0.8877243,-0.79437864,-0.14629105,-0.044804458,1
1.0000002,-0.40709162,-0.83845246,-0.9295311,-0.51807606,-0.035799507,2
-0.74210536,0.2666275,-0.90253246,-0.7660204,-0.07906802,-0.040959537,1
-0.7333126,0.19223663,-0.9411767,-0.7001417,-0.2113721,-0.034529567,0
-0.7114739,0.5030927,-0.89281905,-0.78089017,-0.26532325,-0.03527557,1
-0.81608546,0.17642471,-0.89848936,-0.77623814,0.0028945655,-0.048361808,1
-0.79024327,0.19178928,-0.9216883,-0.7337911,-0.1554252,-0.038918324,0
-0.8290684,0.23627618,-0.89283293,-0.78390384,-0.025853254,-0.046120346,1
0.044009984,0.60797775,-0.96553665,-0.6535058,-0.055486232,-0.03916574,2
-0.51771057,-0.12947157,-0.97893846,-0.63324547,0.024077073,-0.043064054,0
-0.37228695,0.636585,-0.9327839,-0.71176577,-0.3070389,-0.03215704,2
-0.84164256,0.1800609,-0.87098837,-0.8037989,0.1492716,-0.041521687,1
-0.26032934,0.7896952,-0.9054262,-0.7621781,-0.037886158,-0.032682102,1
-0.6602715,-0.23124903,-0.98552644,-0.624803,-0.004327297,-0.040510044,0
-0.86336887,0.10351622,-0.8995813,-0.7723261,0.042347237,-0.04922023,1
-0.6441989,0.5865854,-0.88584745,-0.7845935,-0.19558278,-0.031374447,0
-0.75080097,0.17179221,-0.9394344,-0.70215756,-0.24865231,-0.03397303,0
-0.5945392,0.6124331,-0.897718,-0.774045,-0.30103907,-0.033113346,1
-0.42130572,0.19299403,-0.95966434,-0.66815263,-0.07323192,-0.042401835,0
0.5256109,-0.3559196,-0.8523272,-0.8812864,-0.27337757,-0.028965231,2
-0.29023367,0.65459377,-0.9448187,-0.69102573,-0.27382052,-0.03171756,2
-0.4889891,0.26049897,-0.96194744,-0.6646603,-0.19891146,-0.032312855,2
-0.7043465,0.5335815,-0.8701709,-0.8235408,-0.084541954,-0.044804893,1
-0.55529743,0.2909037,-0.94864064,-0.6872976,-0.17501576,-0.035039082,1
-0.6087705,0.082628444,-0.9479266,-0.6835175,-0.06620725,-0.03528518,1
-0.5502036,0.32769695,-0.9447783,-0.6927206,-0.17707518,-0.031215148,0
-0.1467093,0.5495839,-0.971118,-0.64381355,-0.22589557,-0.03148289,2
-0.8010777,0.35511145,-0.87366325,-0.8182994,-0.062095374,-0.04915765,1
-0.8601352,0.111008406,-0.9152321,-0.746564,-0.07868932,-0.044286083,1
-0.96544033,-0.16372973,-0.9346115,-0.7028805,0.0056149513,-0.03954365,0
