0,1,2,label
0.43953633,-0.41463098,0.10286745,1
0.21218747,0.2008612,-0.40878525,2
-0.28765166,-0.35495853,-0.22059083,2
0.4031313,-0.22779351,-0.0016126446,1
0.68304586,-0.013139909,0.58201385,1
0.62850976,-0.2932578,0.03535169,1
0.59087014,-0.4316673,0.13346007,0
0.64386606,-0.34914187,0.2413836,1
0.55053616,0.46151328,-0.3482786,0
0.0885158,0.40083173,0.045480005,2
0.27683964,0.16360241,-0.6181846,1
0.54519427,-0.006106753,0.8300148,1
0.18467449,0.23931211,-0.41408175,2
-0.12733215,-0.26405925,-0.30824372,2
-0.31920975,-0.1753474,0.29171982,2
-0.51348096,-0.9102827,-0.72475016,2
0.2681459,0.40328386,0.247487,0
0.56665576,-0.1290356,0.17898339,0
0.4611345,0.4281544,0.1831482,0
0.06100592,0.08487007,-0.6820168,1
0.4142504,-0.43412182,0.62474227,0
0.63734055,-0.12233275,0.38646546,1
0.08315937,0.41972363,0.53558075,0
0.8564387,-0.3253468,0.24926926,1
-0.094359845,-0.2991545,-0.05471687,2
0.4412107,0.37802446,-0.023195848,1
0.35539213,0.37255913,-0.33726043,0
-0.7740779,-0.08197096,0.8827218,2
-0.9591328,-0.14474016,0.8359728,2
0.55640805,-0.007324499,0.5745152,0
0.1646154,-0.036561586,-0.5375222,0
-0.10744217,-0.3405515,-0.11944206,2
-0.10280341,-0.24477077,-0.37884188,2
0.4704203,0.07265382,0.6514577,0
-0.5049732,-0.1749021,0.21468188,2
-0.5897454,-0.008291529,0.6906216,2
0.6964803,-0.17145973,0.14362293,0
0.6488064,-0.20442645,0.14624044,0
0.8561655,-0.36152825,0.22202122,0
-0.2036255,-0.06400436,0.35714954,2
0.7110034,-0.3686509,0.17676726,1
0.39930284,0.32853943,0.14241149,0
0.26722196,0.24294001,-0.30773607,2
0.27533618,0.43158904,0.49236947,0
0.31560093,0.32944572,-0.41839617,1
0.7375738,-0.41910636,0.20310527,1
-0.4068855,-0.0075698113,0.58355,2
0.19141024,0.20301086,0.13075858,2
0.49864832,-0.1614539,-0.005604159,0
-0.2236096,-0.57707596,-0.23421124,2
0.44051212,0.33282566,0.10602058,0
0.065935895,0.082155325,-0.5041238,1
-0.40791738,-0.70410335,-0.49672008,2
0.46624595,0.51754844,-0.17272383,0
0.02676858,0.52532005,0.12849557,2
0.7840551,-0.40537807,0.26467988,1
-0.36746567,-0.06969133,0.5272721,2
-0.32652932,-0.6216565,-0.6302641,2
0.6239863,-0.56438076,-0.0049465597,1
0.2625823,0.22420816,-0.37172312,2
0.501925,-0.061614882,0.5177889,0
0.27992103,0.18347986,-0.45425954,1
-0.010620117,-0.20889914,-0.19319575,0
0.5162324,0.43516478,0.049031723,0
0.2978351,0.26252502,-0.27176902,2
0.42493984,0.19444816,-0.2048314,1
0.6535404,-0.010499894,0.5930498,1
0.012469053,-0.24073918,-0.3406468,1
0.4504137,0.49474174,-0.22756562,1
-0.16659269,0.10152801,-0.18386665,1
0.39727968,-0.5783595,0.011855137,0
-0.046509236,0.30638373,0.21040834,1
0.58898056,-0.15241776,0.0330417,0
-0.3928036,-0.08594006,0.47219098,2
0.09398849,0.051616557,-0.34596792,1
0.8570353,-0.27092823,0.28277978,0
0.2798541,0.42207888,0.14965758,1
0.27222872,0.322408,-0.2189129,2
0.22955228,0.14666906,-0.36532706,1
0.19500583,0.15120754,-0.37754923,2
0.42193058,-0.5364638,-0.1252651,1
-0.0056561977,0.3288113,0.008350113,1
0.31310225,0.6213482,0.24734934,0
0.77681804,-0.43975616,0.13504016,0
0.32442105,0.29537746,-0.17019199,1
-0.2938295,-0.26758897,-0.013423987,2
-0.33643997,0.09772541,0.36260164,2
0.5816412,-0.0992648,0.78108096,1
-0.5463846,0.06327562,0.79079926,2
0.038898125,0.06124881,-0.6382739,2
-0.6603267,-0.23872855,0.66594523,2
-0.024677873,0.33188385,0.2262326,1
0.3111663,0.05226688,-0.48811418,0
0.24523734,0.31786686,-0.2286852,2
-0.2660124,-0.44298843,-0.0879617,2
0.40765256,0.039409816,0.065822065,1
0.68569064,-0.25989312,0.115161,0
0.36594638,0.031719882,-0.4451767,1
0.123843975,0.6552124,0.12923285,1
0.74367493,-0.27603844,0.10622408,0
0.53247684,-0.30671299,-0.04367572,1
0.100211054,0.06653738,-0.61770356,2
-0.5295665,-0.45336577,0.0058109015,2
0.30271882,0.4224571,0.21153766,0
0.29588902,0.64809984,0.028642911,0
0.44993493,0.11074911,-0.47082484,0
0.53597814,-0.277548,0.11095275,0
-0.16946378,-0.4748167,-0.25746688,2
-0.35189503,-0.6225723,-0.63734573,2
-0.3299091,-0.70431304,-0.7041277,2
0.8131197,-0.39771682,0.20897143,1
0.6500871,0.11054228,0.6838065,0
0.37919182,-0.1167993,0.6167641,0
0.6586236,-0.3385928,0.20469813,1
0.18256709,0.12105748,-0.6628518,2
0.594932,0.084489405,0.6812245,0
0.230256,0.04966455,-0.47407913,0
0.3404794,0.34047607,-0.2466734,0
0.18700163,0.0840292,-0.1450393,2
0.104110025,0.06013509,-0.19625214,2
0.30464292,-0.23516151,0.517516,1
0.5280285,0.6510654,0.094640724,0
0.5128934,0.50227714,0.20634378,0
-0.11477336,0.31242278,0.19834806,2
0.3534066,-0.60674703,-0.27113363,1
-0.052317023,-0.25238538,0.03592524,2
0.336421,0.3994018,0.3258373,0
0.9256581,-0.34404305,0.26452845,0
0.27631718,0.33949426,-0.34563348,1
0.6801055,-0.27933395,0.16337323,0
-0.047282845,0.42070356,0.07290678,2
0.39546984,0.5269058,-0.13127519,1
0.8069541,-0.17137499,0.24603051,0
0.121969715,0.32098448,-0.28444085,2
0.5670481,0.1426327,0.16240838,1
0.3532063,0.27760774,0.44606924,0
0.2577479,0.41293788,-0.035759144,1
0.050786555,0.34731764,0.19124429,1
0.46474642,-0.51810014,0.025941873,1
0.65444994,-0.33996752,0.14022505,1
-0.15107405,-0.50124216,-0.25212577,2
-0.02372697,0.42591757,0.43066713,0
0.61481214,-0.2770306,0.116255,1
0.7481137,-0.29719067,0.3740057,1
0.71427524,-0.3895055,0.10328881,0
0.26563606,0.27875614,-0.44149604,1
0.6320955,-0.26515803,0.18126592,0
-0.44601214,-0.046113282,0.57703954,2
0.15126443,0.18074757,-0.3642345,2
0.7995485,-0.46050975,0.26509395,0
0.513755,-0.34882608,0.089161575,1
0.69584817,-0.32240278,0.19078544,1
0.3717518,0.31692857,-0.39968923,1
0.38751924,0.684933,0.10310165,0
0.5353263,-0.22344765,0.585856,1
-0.4151284,-0.05557112,0.5904178,2
0.68981826,-0.3079632,0.12970442,1
0.90535206,-0.19329403,0.579135,1
-0.34097463,0.16646294,0.32564384,2
-0.5115107,-0.040898148,0.6121879,2
-0.39391327,-0.7433133,-0.47852582,2
0.22209679,0.4680842,0.078466654,1
0.8936292,-0.22088166,0.27537194,1
0.41353586,-0.10232443,0.0044642575,0
-0.6056706,-0.0021407343,0.8082277,2
0.35583052,-0.09774678,-0.2789779,0
0.5370159,-0.22971757,-0.039464362,1
-0.32871366,-0.68708515,-0.53446054,2
0.16215533,-0.84756136,-0.55553055,0
0.006840229,0.28420204,-0.18373968,2
-0.09911868,-0.24377349,-0.1694629,2
0.38905087,-0.7368066,-0.328469,1
0.08725931,0.043406993,-0.46848947,1
0.2801616,-0.16431762,-0.41283986,1
0.4933963,-0.29014117,0.28601918,1
-0.41453826,-0.61639863,-0.5316334,2
-0.5815829,-1.0,-0.70902646,2
0.7004407,-0.3317347,0.29224467,1
-0.23953125,-0.42824948,-0.55369025,2
0.22278447,0.19836475,-0.5672932,2
-0.14512506,0.20379195,0.1284063,2
-0.59760123,-0.6274879,-0.15398897,2
0.15788272,0.1809363,-0.37993777,2
0.29019368,0.4512475,-0.17511041,1
0.7307502,-0.010907576,0.47286415,0
0.870904,-0.49997455,0.22648917,1
0.023018211,0.4535466,-0.1144456,2
-0.6991629,-0.31962496,0.60209703,2
0.36281008,0.64997023,0.112888075,0
0.35692436,0.4565074,0.26196903,0
-0.00084634125,0.4694692,0.0062094815,2
0.18042994,0.13301747,-0.31036636,2
0.20714894,0.14264192,-0.44140816,0
0.5586668,-0.36297816,-0.064725235,0
0.4708085,0.06480426,-0.1944311,0
0.5941586,0.24617568,0.28535843,0
0.31604534,-0.0028677974,-0.066086255,0
0.15898915,0.26408303,-0.2629589,2
0.3830228,0.39080766,0.36269137,1
0.099702045,0.55317575,0.17871176,1
0.40733507,0.2993152,-0.23518282,0
0.52542526,-0.20908622,0.6083615,1
-0.52503604,-0.11099362,0.5663396,2
-0.12067947,-0.18386447,-0.29534242,2
-0.31596875,-0.06663108,0.4440095,2
0.36496508,0.17015049,-0.504822,0
-0.009307504,-0.033747762,-0.27753606,1
0.43543208,0.29776865,-0.36571422,0
0.6413747,-0.5478446,0.22870666,0
0.021850705,0.49322993,0.10222786,2
-0.07975769,-0.38362482,-0.1260327,2
0.36772162,-0.80865145,-0.39910594,1
0.52092546,-0.20530662,0.0839319,0
0.21618092,0.2800723,-0.24021274,2
0.35615575,0.46799806,0.47413495,0
0.09895083,0.15348461,-0.5250013,2
0.49730557,-0.14097688,0.4666365,1
0.20909257,-0.08841321,-0.6088184,0
0.64689386,-0.54834366,0.015399946,1
0.2988589,0.03951879,-0.5708964,2
-0.003170684,0.11769757,-0.80600774,2
0.38745236,0.2716384,-0.32975277,1
0.5730586,-0.28965127,0.023455683,1
0.702057,-0.30308345,0.15672198,0
0.3542142,0.20298265,-0.21903461,0
0.060233712,0.12770814,-0.18646206,2
-0.6602156,0.00045489147,0.7048151,2
0.45102325,0.03837824,-0.005328838,0
0.37009424,-0.079101294,0.6721349,0
0.8221003,-0.49388263,0.16287018,1
-0.5501831,-0.10359171,0.75205696,2
0.76541513,-0.4629618,0.17605504,1
0.7693242,-0.51953375,0.106141254,1
0.22910446,0.6775691,0.015223963,1
0.58516526,-0.24372587,0.028661389,0
0.010311827,0.031930197,-0.22231692,0
0.7196148,-0.117251396,0.5906269,0
-0.1905584,0.041367073,0.25039393,2
0.49156207,-0.19283482,0.57145,0
0.25253823,0.24569851,-0.4406083,2
-0.6715915,-0.13906258,0.6626858,2
0.06259106,0.51424503,0.024793837,1
0.22580871,0.07700064,-0.50652343,1
-0.47645062,-0.56190556,-0.08539404,2
0.2914942,0.50254184,0.15397891,1
0.21955797,0.13015217,-0.5269928,1
0.46474355,-0.07319253,-0.21033025,1
-0.09981024,0.52161044,0.107236,1
-0.5875803,-0.5398926,-0.18283755,2
0.38176942,0.2136056,-0.3463915,1
0.48532948,-0.45082927,-0.04748202,1
0.5784446,-0.03551711,0.5416801,0
0.33329815,0.29929104,-0.33864474,0
0.7189962,-0.5914815,0.19685932,0
-0.834653,-0.30752197,0.52820945,2
0.6182394,-0.24924456,-0.078402646,0
0.6280434,-0.46536803,0.079156816,1
0.47874716,-0.43456486,-0.024470292,1
0.25981244,0.37260282,0.15746826,0
0.74997264,-0.23288377,0.28084442,1
0.24435863,0.12509044,-0.5018563,2
-0.20691577,-0.5812816,-0.29456648,2
0.09186767,0.050496303,-0.3519151,2
0.18434718,0.10027186,-0.17277566,1
0.3760807,0.35152182,-0.32483658,0
0.40083295,0.2809418,0.3524399,0
0.61226416,-0.45611405,0.06178968,1
0.7157364,-0.25591964,0.29284516,1
0.6098807,-0.53322834,0.019928796,1
-0.39675933,-0.5107059,-0.23249698,2
0.5549592,-0.49211046,-0.1950777,0
0.5506185,-0.10466974,-0.30042616,1
0.293395,0.38567427,0.47816387,0
-0.68422365,-0.21921404,0.5136664,2
-0.71639943,-0.18730912,0.6615277,2
0.4305683,0.32293576,-0.2528718,0
-0.45536035,-0.11471174,0.62435454,2
0.6186807,-0.41032344,0.10971193,1
-0.016666085,-0.02267452,-0.066010796,1
0.4953306,-0.23767701,0.36644036,0
0.7359896,-0.55488586,0.021758903,1
0.0684593,0.025879715,-0.6777036,2
-0.2700446,-0.5528535,-0.24486172,2
0.46342131,-0.33581755,0.45233622,1
0.30578917,0.24280131,-0.33688915,1
0.17150874,0.121326566,-0.48515695,1
-0.26196226,-0.16293098,-0.25718102,2
0.09887141,0.55603325,0.21505387,0
0.50453734,0.518618,-0.33267176,0
0.43184242,0.40925515,0.3456325,1
0.77177495,-0.16302235,0.66362286,1
0.14103258,0.16210453,-0.5617169,2
0.2742972,0.43791,0.11348056,0
-0.013362691,-0.14774218,-0.830141,2
0.8030143,-0.3209742,0.3817899,1
-0.34020346,-0.05402328,0.30783722,2
-0.59337723,-0.2574772,0.49503005,2
0.80675274,-0.6393911,0.07104251,1
-0.5165463,-0.6458359,-0.090540975,2
0.67833173,-0.29299167,0.17993902,1
0.9298553,-0.09129114,0.6471512,0
0.09543708,-0.004741868,-0.6623906,2
0.7725858,-0.39211875,0.20996417,0
0.11711383,0.22417778,-0.48279464,1
0.2578475,0.4441345,0.3712556,0
-0.51805794,-0.07865143,0.5640389,2
0.24882445,0.28141424,-0.24309054,2
0.5844643,0.090243325,-0.12025052,0
0.47151065,0.4747499,-0.34548116,0
0.6829102,-0.0736638,0.58420634,1
-0.05714801,-0.3399154,-0.12742423,2
0.46936524,-0.29767564,-0.08922492,1
0.11396281,0.6901211,0.12582916,1
0.42608082,0.26040977,-0.38707095,1
0.7379527,-0.45750025,0.09180911,0
0.020255879,0.47823477,0.19910277,0
0.13941363,0.10327653,-0.49886996,1
0.39242363,-0.541177,-0.12416303,1
0.2282425,0.16883099,-0.44112006,1
-0.34020853,-0.1553154,0.2861704,2
-0.27897716,-0.55376333,-0.26795623,2
-0.2794944,0.7067968,0.6214704,1
-0.32453877,-0.5932114,-0.36484987,2
0.4521198,-0.54351985,-0.050650023,1
0.8323167,-0.47615683,0.15967354,1
0.8909922,-0.24708258,0.24158709,1
0.34507078,-0.6161706,-0.266549,1
-0.49153537,-0.18685171,0.59604627,2
0.077350125,-0.002999602,-0.37742135,2
-0.05290845,0.44781923,0.088746294,0
-0.22918937,-0.43404052,-0.0969965,1
-0.26537618,-0.21938719,-0.19018185,2
0.22605869,0.1383289,-0.05498162,0
0.7678863,-0.37758213,0.14962769,0
0.12815914,0.14002831,-0.44099507,2
0.33168718,0.2753105,0.22401507,0
-0.14185426,0.62536776,0.5319172,1
0.30694106,-0.6455967,-0.1546614,0
0.7667811,-0.18835707,0.3653326,0
0.67613447,-0.3200241,0.16863176,0
0.9148695,-0.20358914,0.2774145,1
0.46207923,0.44746202,-0.3799812,0
0.77593106,-0.26376277,0.64821655,1
0.12672946,0.07393512,-0.5652069,2
0.45024705,-0.0264993,-0.18842962,0
-0.22381881,-0.27732128,-0.15543835,2
0.30581594,0.25348523,-0.34935927,1
0.61841756,-0.27116057,0.0073816217,0
0.7518653,-0.015503685,0.56205887,1
-0.05387315,-0.24588914,2.5589019e-05,2
0.5108826,-0.4499102,-0.051757284,1
0.18396491,0.23455632,-0.25368574,2
0.2829325,0.73728067,0.1166561,0
0.049069762,0.12012151,-0.66777205,2
0.57440543,-0.10511054,0.57691604,0
0.3440557,0.17518584,0.1827163,0
0.74171776,-0.47830695,0.15289214,1
0.27538157,0.25204423,-0.46202564,0
-0.1598388,0.0673392,0.2777285,2
-0.10029331,0.2880414,0.2062221,2
0.22420757,0.11704032,-0.61717886,0
0.38103324,0.63739383,0.12758818,0
-0.47620034,-0.13621789,0.625754,2
0.6459269,-0.34507978,0.113654,1
0.39757663,0.47334087,0.18970095,1
-0.71730095,-0.37030986,0.4664259,2
0.257194,0.2566284,-0.12393287,2
-0.24353668,0.45050016,0.3361511,2
0.7253127,-0.27394393,0.30082232,0
0.06926994,0.05493184,-0.2651907,2
0.07829307,0.2742516,-0.16965349,2
-0.5054671,0.06321436,0.77257174,2
-0.46905923,-0.94032407,-0.72890246,2
0.36832565,-0.109938666,0.65418386,1
-0.108334094,-0.2251052,-0.3612163,2
0.098591834,0.16542497,-0.50534654,2
0.563933,-0.30789804,0.08278489,1
0.50493205,0.10535586,-0.19648449,0
0.60761154,-0.478337,0.024262743,1
0.16634265,0.24336249,-0.34541225,2
0.44021785,0.47588682,-0.040830642,1
0.15194663,0.17083186,-0.45651945,2
0.7219028,-0.33224013,0.21042135,1
-0.8471755,0.040778346,0.9042846,2
0.5372969,-0.44298923,0.017500695,1
0.010415211,0.21026024,-0.43239346,1
-0.21844992,-0.018481867,0.27803385,2
0.36823237,0.5309047,-0.16408482,1
0.13224113,0.4448773,0.34183022,0
0.853276,-0.4638621,0.21255805,1
0.7206273,-0.1141291,0.24292009,0
0.81218976,-0.586103,0.107830934,0
-0.25777346,0.5620038,0.28605264,2
-0.02795744,-0.06889388,-0.8076826,2
0.22600378,0.1782101,-0.4738158,1
0.3729273,0.26389357,-0.36812425,0
0.07477611,0.15803172,-0.47170132,2
0.80846244,-0.33385718,0.29964754,1
0.7540035,-0.2576928,0.19078912,0
-0.09951356,-0.3098221,-0.065608874,2
0.2909764,0.4416749,-0.122287035,0
0.43913683,-0.48435542,0.026931912,0
-0.429196,-0.5924395,-0.11705078,2
0.11096496,0.038742043,-0.1840709,1
0.80951995,-0.40367872,0.24691239,1
-0.05040863,0.5692589,0.16112545,2
0.16511342,0.26354882,-0.23740968,2
-0.8090339,-0.044192456,0.9726446,2
0.34200838,-0.66252506,-0.23764369,1
0.26674938,0.34134397,-0.4619655,1
0.86007184,-0.44244105,0.15935355,1
0.68132436,-0.19862115,0.83376116,1
-0.2695141,-0.42954868,-0.35873562,2
0.3686204,0.32407826,-0.3151003,1
0.5239789,-0.4137531,0.08152402,1
0.6228214,-0.21611775,0.3885009,1
-0.16251785,-0.51123476,-0.39910454,2
0.4927944,0.12700132,-0.15831065,0
0.60908365,-0.14595272,0.5976694,0
-0.10843465,-0.023583613,-0.3312716,1
0.3842209,0.53643095,-0.22536552,0
0.26706785,-0.15102504,0.6781903,0
0.4021461,0.1522128,-0.4358268,1
-0.48667932,-0.009491093,0.58510315,2
0.39225882,0.2150624,-0.5776945,1
0.18292479,0.050707012,-0.5152587,2
-0.04565078,0.7602658,0.47399282,0
0.45432562,0.03728737,0.8337526,0
0.41877812,-0.3556741,0.59798753,1
-0.055722743,0.24505028,-0.5281486,2
0.3728575,0.27138284,-0.32180053,0
0.5351093,-0.5750895,-0.09522627,0
0.026727498,0.44127136,0.16414317,0
-0.51855475,-0.14133352,0.4737038,2
0.6789334,-0.20904817,0.6500229,0
0.25939342,0.3190398,0.4279439,0
0.6180178,-0.33729738,0.11802677,1
0.2925259,0.45026892,0.20262598,0
0.109121434,-0.02755454,-0.2776228,1
-0.14643213,-0.30965707,-0.24723083,2
0.1215899,0.16496329,-0.5205614,2
0.28630617,-0.45107928,-0.2957682,0
-0.056958914,-0.20253836,-0.7996608,0
-0.10917625,-0.25884435,-0.85818726,2
-0.15893379,-0.37992945,-0.4876929,2
-0.12836483,-0.3574913,-0.07374652,2
0.61659706,-0.43311456,0.103402354,0
0.6530521,-0.3333776,0.12166807,1
0.17340125,0.46846187,0.120794035,0
0.82147986,-0.52965796,0.16649401,1
0.65908575,-0.3125643,0.0926442,0
0.6943178,-0.4279479,0.1238892,0
0.04446338,0.098211676,-0.46134257,2
0.3426173,0.16715726,-0.250051,0
0.25522345,0.27034986,-0.24024388,2
-0.424855,-0.574302,-0.53119946,2
0.7549865,-0.4024452,0.2358538,0
-0.60054517,-0.10029359,0.710886,2
0.1787439,0.6839549,0.17733376,1
0.26228204,-0.11514352,-0.52239347,0
-0.4708296,-0.71509504,-0.58200073,2
-0.85213554,-0.064963505,0.913658,2
0.55496037,-0.36971906,0.020645708,1
0.4389112,-0.35149226,0.0198343,1
0.51609755,0.51634836,-0.13743581,1
-0.72973645,-0.22024879,0.55707705,2
-0.031096578,-0.15973373,-0.30858982,2
0.61050355,0.0686084,0.7489446,1
0.62230927,-0.4091133,0.013461873,0
0.3125264,-0.10907467,0.6773451,0
-0.38867247,-0.7153008,-0.41621637,2
0.5116987,0.66885144,0.04257852,0
-0.55974436,-0.24706654,0.5510266,2
0.9097134,-0.37801498,0.23029885,0
0.3690884,-0.35627034,-0.033699386,1
0.38831758,-0.029862422,0.87053275,0
-0.34122342,-0.60081995,-0.55766606,2
0.5303394,-0.15463205,0.61307746,0
0.65930426,-0.38882917,0.123031855,1
0.22444919,0.1846441,-0.3365507,1
0.46778473,-0.12082292,0.8316515,1
0.58365154,-0.42167994,0.08228983,1
0.5728394,-0.58541524,-0.16187729,0
0.6641953,-0.1992489,0.20503117,1
0.4592012,0.6873735,-0.092421606,0
0.32362756,0.41918066,-0.39305347,0
0.6879606,0.05813721,0.5496894,0
0.45369884,0.3067981,-0.20299251,1
-0.48693627,-0.22403358,0.3546061,2
0.100947544,0.70232445,0.34798196,1
0.6801338,-0.42138124,0.047135293,1
-0.44588864,-0.5078467,0.045654543,2
0.75404006,0.06773224,0.48286545,0
0.56547195,-0.27292,0.35810202,1
0.31741378,0.25762427,-0.30832547,1
0.6788782,-0.039536867,0.15922341,0
0.32679924,0.41073516,-0.37765664,0
0.53533506,0.38369328,-0.12358321,0
-0.39738154,-0.23496711,0.30476955,2
-0.6029233,-0.6805727,-0.39465213,2
0.43692496,-0.15606603,0.19010964,0
0.36871004,0.30891857,0.23861478,0
-0.14478192,-0.37680092,-0.08932908,2
-0.48880577,-0.17398883,0.5010402,2
-0.046715826,0.23252678,0.0040237606,1
0.19006054,0.43387014,0.31362376,1
-0.3674751,-0.5177312,-0.16757384,2
0.28477687,0.118200734,-0.4834242,0
0.8949332,-0.2501952,0.32433933,0
0.2109709,0.5046265,0.00732887,2
0.5956924,-0.16511324,0.12354943,0
0.65237516,-0.5173259,-0.01073226,0
0.5377329,-0.13110442,0.39096984,1
0.6652721,-0.37981018,0.1062473,0
0.5532465,-0.17837624,0.109712645,0
0.09372431,-0.06319089,-0.45781186,1
0.83957297,-0.46055672,0.19456927,1
-0.1305652,-0.17022367,-0.3161119,1
-0.48439747,0.055489898,0.70254344,2
0.426745,-0.54746205,-0.09313351,1
-0.04304585,0.2777713,-0.39548734,2
0.6948161,-0.0047105365,0.612094,0
0.27198142,0.28731054,-0.29544163,2
0.63493276,-0.029807668,0.49041563,0
0.2671126,0.09611406,-0.59453905,0
-0.69110876,-0.03913074,0.7037788,2
0.3975379,0.1757465,-0.57272136,0
0.6067598,-0.3625338,-0.014159504,1
0.24550721,0.51610214,0.3131573,1
0.536763,-0.21886696,0.5402493,0
0.15210605,0.4306924,-0.20126574,2
0.22180551,0.46054655,-0.035647586,1
0.420165,0.2508937,0.36995614,1
0.4273799,0.28872478,0.32705742,0
0.6416252,-0.71429116,-0.12699918,1
0.699029,-0.21058299,0.67260236,1
0.77554923,-0.14359382,0.026066868,0
-0.47586572,-0.0841594,0.7159795,2
0.6765307,-0.27505726,0.31495696,0
-0.048528403,-0.12210412,-0.2607236,2
0.44647628,0.5464216,-0.12487796,1
0.45245728,0.59918594,-0.13577802,1
-0.14629906,-0.35322458,-0.4921534,2
0.07649884,0.42556074,0.038218603,2
0.43812275,0.34846824,-0.34987086,0
0.51205075,-0.41689628,0.09555189,1
-0.105351806,0.42185938,0.15861681,2
0.7074653,-0.06603797,0.29232642,0
-0.49487764,-0.69752795,-0.24826127,2
0.54756665,-0.11762778,0.15429577,0
0.33600643,0.31074423,0.31387177,0
0.311348,0.4998588,-0.4498604,1
-0.5682303,-0.38163084,0.025095169,2
0.38092157,-0.4191341,-0.13692659,1
-0.30338037,-0.39973676,-0.16967356,2
-0.6173221,0.064819865,0.87680733,2
0.07635653,0.20601352,-0.35732353,2
0.5346613,-0.14360663,0.6067786,1
-0.24835294,0.39020732,0.42994234,1
-0.33518875,-0.14294878,0.33038938,1
-0.44405615,-0.5949626,-0.122189686,2
0.31788456,0.19957416,-0.489029,0
0.12487479,0.5810392,0.29517922,0
0.14136201,0.5019091,0.25645754,1
0.7046019,-0.24755111,0.09434438,0
0.18986988,0.21900216,-0.29432386,1
0.4168101,0.41184017,-0.29154566,1
0.13469988,0.18758515,-0.44479588,2
0.23441054,0.3825089,-0.07791616,2
0.38776517,0.47967947,-0.297669,1
