0,1,2,3,label
-0.7239224,0.37045443,-0.89651597,-0.7766539,1
-0.84284925,0.28327617,-0.88336974,-0.79232657,1
-0.774962,0.48670793,-0.8568037,-0.8431501,1
-0.71111965,0.2553269,-0.9376421,-0.70517117,0
-0.0758971,0.7956543,-0.9247729,-0.7302736,2
-0.66448367,0.2870599,-0.9299781,-0.71958673,1
-0.9437705,-0.07956603,-0.9199221,-0.72869503,0
-0.8909861,0.035192624,-0.9344992,-0.7120512,0
-0.84592575,0.21727195,-0.90568846,-0.76252145,1
-0.70517915,0.57710934,-0.8696546,-0.82251227,1
0.055521548,-0.21904504,-0.9577723,-0.68169534,2
-0.84234214,0.01501745,-0.9527451,-0.67777735,0
-0.70484245,0.4029102,-0.91174734,-0.75002396,0
-0.39727744,0.56573635,-0.95903677,-0.66697514,0
-0.088079005,0.6389544,-0.9528065,-0.6773934,2
-0.79480326,0.3111187,-0.8855421,-0.7968722,1
-0.63572204,0.6949304,-0.88054657,-0.80252606,1
-0.49947077,0.59991455,-0.91457814,-0.7436671,1
-0.21778055,0.71730316,-0.94857734,-0.68331075,2
-0.89346004,0.13527153,-0.8898193,-0.79118526,1
-0.42815542,0.56222606,-0.92756826,-0.7201238,2
-0.45497096,0.789141,-0.8829705,-0.7958932,0
-0.34384066,0.7090497,-0.920084,-0.73595417,1
0.4457888,-0.42940712,-0.79740375,-0.9676462,2
0.11956191,0.25074795,-0.9200437,-0.7406421,2
-0.60759604,-0.12998226,-0.97104686,-0.6490851,0
-0.4772942,0.56439924,-0.9396115,-0.70013577,2
-0.43161607,-0.50760555,-0.89324635,-0.7639839,0
-0.81727886,0.33025777,-0.89702874,-0.77707493,1
-0.8236319,0.12364675,-0.93523496,-0.7055689,0
-0.80475664,0.2771402,-0.9069221,-0.7561293,1
-0.80407053,0.37073538,-0.883307,-0.8002844,1
-0.041651905,0.069181204,-0.9492952,-0.6941548,2
0.0051222146,0.6947203,-0.93845385,-0.7059146,2
0.011454612,0.6637095,-0.9240662,-0.7302171,2
0.46689582,-0.5611268,-0.83463573,-0.91986585,2
-0.37639657,0.6331873,-0.9308036,-0.71442115,2
-0.15162039,0.7432809,-0.9509722,-0.6796984,2
-0.43347907,0.09253287,-0.9620079,-0.6636089,0
-0.8675833,0.3881322,-0.8474226,-0.8583927,1
0.28281796,0.42984492,-0.90993065,-0.76128626,2
-0.16662785,-0.5556135,-0.8913569,-0.8085364,2
-0.36797827,0.67771995,-0.93931925,-0.7016103,2
-0.71505857,0.5428034,-0.8224828,-0.76345885,1
-0.7935219,-0.023619443,-0.97070456,-0.64809287,0
-0.5563989,0.74270934,-0.8839901,-0.7994979,1
-0.8281809,0.16201949,-0.8984571,-0.7740508,1
-0.06082219,0.6290715,-0.95653033,-0.6691295,2
-0.50224686,0.7547181,-0.8993028,-0.7702516,2
-0.48500323,-0.17422828,-0.9739005,-0.64177686,0
-0.88102,-0.10229576,-0.9648888,-0.65889406,0
-0.81124634,0.23937488,-0.8943929,-0.7790741,1
-0.005717665,0.44670045,-0.9189785,-0.7399737,2
-0.8682431,-0.072802484,-0.94877994,-0.68445665,0
-0.37867627,0.48092782,-0.9432215,-0.69601506,2
-0.12123793,0.8164081,-0.94528484,-0.69012284,2
-0.47623605,0.24958391,-0.9504821,-0.681715,2
-0.879318,-0.06417927,-0.9524667,-0.67844653,0
-0.68917334,0.536181,-0.88677156,-0.7940806,1
-0.03719443,0.668839,-0.936933,-0.7068816,2
0.21155292,0.3038166,-0.9471914,-0.6916734,2
0.42383593,-0.23861551,-0.848668,-0.88909554,2
-0.7966767,0.4357469,-0.8748076,-0.8170683,1
0.38070798,0.30673128,-0.95947605,-0.67082614,2
-0.41067016,-0.25336897,-0.9762296,-0.6429167,0
0.5198603,-0.18604612,-0.86337703,-0.86731195,2
-0.8252156,-0.047944963,-0.95725876,-0.6716296,0
-0.56414443,-0.34389222,-0.95815414,-0.68005306,0
-0.31861347,0.029244721,-0.9680674,-0.65379685,0
-0.07445976,0.54270077,-0.90987283,-0.7535463,2
0.20913517,0.7229942,-0.89212084,-0.7835122,2
-0.84475356,0.13959794,-0.8986705,-0.77614963,1
-0.111478955,0.57790685,-0.93910366,-0.7032763,2
-0.91126174,-0.016727656,-0.93053234,-0.71818084,0
-0.8366002,0.3656602,-0.8672011,-0.8299407,1
-0.23388685,0.7323526,-0.93488336,-0.70776254,2
-0.8402072,0.28167287,-0.88743234,-0.7900153,0
-0.9235196,0.021099448,-0.9173414,-0.7377593,0
-0.16066733,0.79474247,-0.9427367,-0.6934896,2
-0.4828045,0.6943828,-0.9007106,-0.77102685,2
-0.33555174,0.42920408,-0.964102,-0.6579099,2
-0.8489131,0.018431723,-0.92895114,-0.7184847,0
-0.7914345,0.3084799,-0.88099676,-0.80570066,1
0.120976806,0.74535716,-0.9480764,-0.68596786,2
-0.378426,-0.17182004,-0.96001714,-0.6744575,0
-0.7872707,0.29965484,-0.89720654,-0.77703875,1
0.124920726,0.4379406,-0.9478239,-0.69052345,2
-0.35777485,0.61412907,-0.9013397,-0.74975425,2
-0.29855517,0.8244109,-0.9323966,-0.71352804,2
-0.5009899,-0.14349186,-0.9751751,-0.64139223,0
-0.0886814,-0.53648466,-0.839903,-0.8465904,0
0.5057901,-0.5979864,-0.8307487,-0.93200773,2
-0.01711598,-0.2948957,-0.86940813,-0.8305957,0
-0.50889194,0.6957408,-0.8910626,-0.78761846,1
0.2341764,-0.5575567,-0.86556315,-0.85611504,0
-0.92196214,-0.11395946,-0.9533984,-0.6791298,0
-0.8396019,0.26445216,-0.8788891,-0.80923367,1
-0.4253055,0.64033026,-0.9212345,-0.73157996,2
-0.2535257,-0.4609884,-0.9385255,-0.7246107,0
0.37237805,-0.048719645,-0.92932415,-0.7365744,2
-0.75255144,0.2629963,-0.91911274,-0.73773146,0
-0.85657597,0.2083633,-0.90004736,-0.7749404,1
0.61402893,-0.38100833,-0.8668686,-0.8641248,2
-0.755766,-0.08143544,-0.97211367,-0.6471599,0
-0.8135996,0.14175928,-0.93248147,-0.71380854,0
-0.6346116,0.53648496,-0.89654595,-0.77805084,0
0.3438127,0.040521994,-0.89343226,-0.80258393,2
-0.6587758,0.36582243,-0.92824197,-0.7208359,0
-0.76246214,0.3077025,-0.9150672,-0.745562,0
-0.84376407,0.32513118,-0.8718376,-0.81855375,1
-0.57705885,0.44555265,-0.9177992,-0.73842853,1
0.12531412,-0.017840207,-0.9150685,-0.7565701,0
-0.49472088,0.6364017,-0.9158559,-0.7414268,2
-0.2715577,0.27242365,-0.9701982,-0.64787877,2
-0.5505748,0.56835485,-0.92891335,-0.72127575,2
-0.8552262,0.04733315,-0.9310968,-0.71458465,0
-0.5863555,0.4943608,-0.905221,-0.76156694,1
-0.80860734,0.392487,-0.86547565,-0.8230376,1
-0.41686618,0.5854914,-0.9306666,-0.71325576,2
0.3363695,-0.5564854,-0.8276456,-0.9197831,2
0.6766957,-0.00020071864,-0.8721101,-0.8487468,2
-0.34576,-0.4235916,-0.9433126,-0.71160513,0
-0.7689357,0.5051088,-0.8719446,-0.82054263,1
-0.68363404,0.6475712,-0.8709422,-0.81881577,1
-0.393645,0.7617763,-0.9204194,-0.73690647,2
-0.22382519,0.9017594,-0.91213477,-0.75256026,2
-0.8380178,0.092167035,-0.94211304,-0.69947654,0
-0.7148191,0.517586,-0.87384146,-0.8186636,2
-0.75924355,0.5279499,-0.86271477,-0.83359146,1
-0.61502075,-0.17645505,-0.9727631,-0.63267034,0
-0.5304636,0.58729875,-0.91775465,-0.7386171,1
-0.044992656,0.39531177,-0.95454955,-0.6763029,2
-0.685216,0.2859814,-0.9148326,-0.74344057,0
-0.60920745,0.44346213,-0.9143149,-0.7473905,1
-0.30227977,0.7555235,-0.93965435,-0.69874007,2
-0.76711226,0.35989147,-0.88771874,-0.7943858,1
1.0,-0.4070921,-0.8384441,-0.92953396,2
-0.74210536,0.26662782,-0.90252763,-0.7660286,1
-0.7333127,0.19223726,-0.9411738,-0.7001529,0
-0.7114738,0.50309265,-0.89281386,-0.78089833,1
-0.8160854,0.17642504,-0.89848435,-0.7762462,1
-0.7902433,0.1917898,-0.9216845,-0.7338009,0
-0.8290684,0.23627634,-0.8928278,-0.783912,1
0.044009745,0.6079781,-0.9655349,-0.65351933,2
-0.5177108,-0.12947065,-0.97893757,-0.6332598,0
-0.37228695,0.6365853,-0.9327805,-0.7117765,2
-0.8416426,0.18006107,-0.8709824,-0.80380553,1
-0.26032937,0.7896951,-0.90542156,-0.762187,1
-0.66027176,-0.23124784,-0.9855258,-0.6248178,0
-0.863369,0.10351655,-0.8995765,-0.7723345,1
-0.6441987,0.5865855,-0.885842,-0.78460157,0
-0.75080097,0.17179279,-0.9394314,-0.70216876,0
-0.59453917,0.6124332,-0.89771295,-0.7740532,1
-0.42130584,0.19299473,-0.9596623,-0.66816527,0
0.5256105,-0.3559193,-0.85231954,-0.88128984,2
-0.2902336,0.65459406,-0.94481593,-0.69103754,2
-0.48898917,0.26049957,-0.96194553,-0.66467285,2
-0.7043464,0.5335814,-0.8701645,-0.8235472,1
-0.55529743,0.2909043,-0.94863814,-0.6873094,1
-0.60877055,0.08262932,-0.94792414,-0.6835294,1
-0.55020356,0.3276975,-0.94477564,-0.6927322,0
-0.14670953,0.54958445,-0.97111654,-0.64382744,2
-0.8010777,0.3551115,-0.87365717,-0.81830615,1
-0.8601352,0.11100878,-0.915228,-0.74657345,1
-0.96544033,-0.16372904,-0.93460864,-0.7028917,0
0.5521476,-0.17919138,-0.89717287,-0.7989068,2
-0.25678435,0.17721973,-0.9632661,-0.6585444,2
-0.499368,-0.20257455,-0.94993496,-0.68123287,0
-0.90413046,-0.015358239,-0.9235581,-0.732583,1
-0.43297145,0.8508706,-0.895661,-0.7777067,2
-0.071802765,0.5167951,-0.9631059,-0.6568889,2
-0.83492553,0.15631515,-0.8944895,-0.7744398,1
0.13739115,0.58923554,-0.9489686,-0.6867864,2
-0.5684612,0.13903426,-0.9986636,-0.6024828,0
-0.37190148,-0.4541629,-0.95187885,-0.6934215,0
-0.15688705,0.6624571,-0.9579377,-0.66634405,2
-0.86804914,-0.06481409,-0.95503604,-0.6751002,0
-0.30052316,0.30044568,-0.9752088,-0.6369955,0
-0.867101,0.115911454,-0.9078229,-0.75793815,1
-0.9141087,-0.028463215,-0.92977744,-0.7198191,0
-0.77421045,0.37470224,-0.8867147,-0.79030454,1
-0.6819311,0.22111458,-0.96237755,-0.6629777,0
-0.57387555,0.76106524,-0.8626768,-0.8384184,2
0.01776737,0.54963464,-0.9494676,-0.6833757,2
-0.7087503,0.4991621,-0.8674702,-0.8047467,1
-0.27654427,-0.45411956,-0.94863564,-0.70744526,0
-0.80531067,0.3994645,-0.87527835,-0.81660026,1
-0.16241655,-0.39079005,-0.898871,-0.7955855,2
-0.42800236,0.28248057,-0.9700633,-0.6475381,0
-0.0680345,0.5431237,-0.94478023,-0.6906178,2
-0.8504928,0.23929562,-0.88210595,-0.80326307,1
-0.8724023,0.0038696826,-0.93142456,-0.71822584,1
-0.6144233,0.3087155,-0.94918615,-0.6832646,0
-0.6814022,0.48920402,-0.88268006,-0.7996485,0
-0.45348325,0.44073868,-0.9475628,-0.6884385,2
-0.62974954,-0.01387006,-0.9824166,-0.62768483,0
-0.88672006,0.17451558,-0.8929889,-0.78797126,1
-0.43695793,0.78938234,-0.90661615,-0.756593,2
-0.82813835,0.23719166,-0.8904238,-0.7893989,1
-0.8428417,0.24605882,-0.9013063,-0.7561123,0
-0.8396511,0.08730218,-0.92925787,-0.72000647,0
-0.65275246,0.64292353,-0.87647474,-0.8122483,1
-0.8039863,0.52357036,-0.83790684,-0.87401795,1
-0.8716352,-0.056357175,-0.9611593,-0.6638358,0
-0.044134915,0.5087235,-0.94483423,-0.69593704,2
0.66520953,-0.17680007,-0.8572958,-0.8784995,2
-0.8954088,0.19992866,-0.87906075,-0.79703885,1
-0.7737594,0.47835943,-0.8670282,-0.81803405,1
-0.5756501,-0.024014145,-0.98304975,-0.6284474,0
-0.7646109,0.5824828,-0.85612035,-0.84934986,1
-0.55516464,0.07705048,-0.98666537,-0.61883396,0
-0.6337288,0.5213666,-0.8919063,-0.7867482,1
-0.47665003,0.5148226,-0.939831,-0.69918436,2
-0.81338537,0.31608623,-0.8827113,-0.8018958,1
-0.24668728,0.83996844,-0.9380596,-0.70198363,2
-0.61820126,0.48911437,-0.88943213,-0.79256845,1
-0.88757026,-0.006357223,-0.94758624,-0.68888277,0
-0.28632408,0.6911956,-0.94863266,-0.68393236,1
-0.24488032,0.8334589,-0.92969835,-0.71803206,2
-0.7779069,0.20799734,-0.9158233,-0.7278914,0
-0.8225727,0.033923134,-0.95779055,-0.67021036,0
-0.5325055,-0.043414682,-0.96873456,-0.6533484,0
0.083976924,-0.52921987,-0.92148244,-0.7622263,0
-0.8535305,0.020691246,-0.9342925,-0.71350425,1
-0.470475,0.46956277,-0.9117353,-0.75334585,2
-0.46988064,0.51810825,-0.9402913,-0.69965106,1
-0.020019978,0.5561155,-0.9172587,-0.7461258,2
-0.8552109,0.28689122,-0.8639897,-0.8316209,1
-0.5990071,0.6046906,-0.88361067,-0.80159736,1
-0.2218466,0.46447134,-0.9713432,-0.642165,2
-0.36249158,0.7236804,-0.9279059,-0.7203685,2
-0.67128265,0.48020333,-0.8966234,-0.7745916,1
-0.1040791,-0.573066,-0.9109036,-0.7685991,0
-0.7711873,0.106481194,-0.9594259,-0.6700558,0
0.47026014,-0.3643018,-0.90025026,-0.8037146,2
-0.40460923,0.6139965,-0.924955,-0.7275383,2
-0.24588631,0.05000645,-0.94298375,-0.70321536,0
-0.86339724,0.22681242,-0.8660507,-0.8256984,1
-0.8102451,0.2898464,-0.91245604,-0.75008696,0
-0.7721493,0.3680243,-0.8948041,-0.77869576,1
-0.7762007,0.07055147,-0.9663933,-0.65390414,0
0.41550982,0.14881213,-0.9170289,-0.7542891,2
-0.8711967,0.39872444,-0.8518291,-0.8333336,0
-0.6729775,-0.17936069,-0.97407657,-0.64523506,0
-0.7234359,0.47733143,-0.90467906,-0.7608818,0
-0.0065313876,0.5832378,-0.9532999,-0.6757201,2
-0.081098795,0.6981651,-0.95953405,-0.6649989,2
-0.118211776,0.7390815,-0.95278275,-0.6765749,2
-0.70326936,0.584779,-0.87735105,-0.80940205,1
-0.3992174,0.48336524,-0.94071686,-0.6988595,1
-0.32103255,0.44241214,-0.9596225,-0.6639996,2
-0.68708146,0.52133465,-0.8847205,-0.7966695,2
-0.83126295,0.33773568,-0.8520049,-0.8513911,1
-0.27656657,-0.53723407,-0.870061,-0.7744568,0
0.3756864,0.3252958,-0.9487948,-0.6898667,2
-0.4610739,0.0025592148,-0.9627101,-0.66029775,0
-0.025472343,0.7120398,-0.9390228,-0.70182645,2
-0.4161404,0.058026895,-1.0,-0.5987852,0
-0.7881003,0.15487602,-0.92652214,-0.723746,0
0.5618448,0.23481089,-0.8889608,-0.8104584,2
-0.8758725,-0.03121373,-0.9425941,-0.697971,0
-0.44023854,0.7222562,-0.902047,-0.76514274,1
-0.121510655,0.85169977,-0.9383106,-0.70335954,2
-0.26822555,0.585651,-0.9453854,-0.69293875,2
-0.75536704,0.23955701,-0.92148894,-0.7323182,0
-0.19360706,0.9820599,-0.91075236,-0.75469446,2
-0.8382572,0.33515888,-0.8615767,-0.83522904,1
-0.87257105,0.045744702,-0.92967296,-0.7193375,0
-0.16508886,0.5841984,-0.9593665,-0.66306883,2
-0.8313159,0.20163979,-0.8983686,-0.7700019,0
0.59953,-0.52693504,-0.82330126,-0.94659245,2
-0.08906755,0.45734984,-0.97238046,-0.64340746,2
-0.86924493,-0.084724724,-0.955368,-0.67294973,0
-0.83327955,0.30692863,-0.86633605,-0.8265734,1
-0.53187,-0.016571313,-0.99445623,-0.60610425,2
-0.7684724,0.31872737,-0.90897113,-0.7485136,0
0.13406265,-0.09981462,-0.9503951,-0.7019829,0
-0.8263338,0.030428559,-0.95037496,-0.68451154,0
0.3996582,-0.17048681,-0.86841667,-0.8552556,2
-0.5788193,0.27221045,-0.94660354,-0.68620014,1
-0.60993034,0.37627602,-0.9304109,-0.7166198,1
-0.82253104,0.32747424,-0.889006,-0.79159933,1
-0.4153043,0.11853509,-0.9781519,-0.6345551,0
-0.38951573,0.7041526,-0.9083174,-0.75461566,1
-0.7803868,0.41973263,-0.8633205,-0.8313073,1
-0.903777,0.077199474,-0.8892724,-0.7878635,1
-0.539395,-0.089252144,-0.9792162,-0.6342987,0
0.6416874,0.08474636,-0.9110094,-0.76986074,2
0.1946575,0.09401643,-0.8568876,-0.8696079,2
-0.78872764,0.52855885,-0.86331975,-0.83291596,1
-0.15702373,0.6508875,-0.9235775,-0.731162,2
-0.7506571,0.5902138,-0.84649694,-0.8590202,1
0.3310629,-0.13385409,1.0,1.0,2
-0.9572413,-0.12941194,-0.9258976,-0.7120698,0
-0.8125896,0.19919962,-0.9040785,-0.76283,0
-0.66482615,0.14912955,-0.9722601,-0.6467191,0
0.40795612,0.391294,-0.8956146,-0.78647023,2
-0.18996096,0.039050564,-0.93450284,-0.7163339,0
-0.32598978,-0.22891426,-0.965854,-0.66768044,0
0.0801388,-0.3785106,-0.88172555,-0.82607406,2
-0.6656933,0.31701687,-0.9433713,-0.6941424,0
-0.8534952,0.21081257,-0.8860735,-0.79688853,1
-0.7444327,0.5112889,-0.8774605,-0.809708,1
-0.3981459,0.8066619,-0.91926646,-0.7364085,2
-0.6625093,0.110599875,-0.9795556,-0.6327577,0
0.24300092,0.40282685,-0.9544799,-0.6751225,2
-0.7292077,0.4336908,-0.88337845,-0.801811,1
-0.639465,0.20014194,-0.9586127,-0.6679419,0
-0.74157244,0.59671307,-0.8622089,-0.837519,1
-0.8568341,0.07324462,-0.93450135,-0.7115365,0
-0.67391634,0.236887,-0.93349296,-0.7126427,1
-0.95035726,-0.11001262,-0.9412202,-0.70020473,0
-0.07462567,0.74254876,-0.9482409,-0.68553025,2
-0.041601658,0.14436182,-0.9509196,-0.68535,2
-0.81798744,0.12809525,-0.9409219,-0.6987317,0
-0.42846996,0.7923632,-0.91315037,-0.7484862,2
-0.8633169,0.07297157,-0.9354613,-0.70715994,0
-0.86016583,-0.014232099,-0.94925505,-0.68389577,0
-0.66724396,0.51203525,-0.886633,-0.79535747,1
-0.20336214,0.73889375,-0.93258053,-0.71662647,2
-0.7850547,0.41533157,-0.87899727,-0.80729795,1
0.27529663,0.3688782,-0.95929825,-0.67173904,0
